reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1495ZK94R3HNV,B00004TBK4,SB,"[0, 0]",I noticed this item has mixed reviews. I would have preferred if it were larger than it is but I like it and use it a lot. It seems to be accurate enough.,4,Smaller than expected but no regrets,1377734400,"08 29, 2013"
A1K5YUGY47K39M,B00004TBK4,"Sherry Kern ""Love listening to audio books, a...","[0, 0]",I wanted this for work. I like to torture myself by knowing how hot and humid the building is where I work. :) But when someone brought in an electronic thermometer and humidity gauge there was a big difference in the humidity. It was about 10% off. The electronic read 78% humidity and 84 degrees. The Springfield read 68% humidity and 82 degrees.,1,not calibrated,1374537600,"07 23, 2013"
A35V05ZJY4O7T4,B00004TBK4,Shirley Thompson,"[0, 0]","I keep looking for a nice looking thermometer to put in my tiny apartment.  This one was about the size I needed, and I was pretty sure it would work.  It would have too, but I wanted one that did not have a plastic front, was of a better quality, and was easier to read.  It is small and cute any may just be perfect for someone else.",3,Springfield Humidity Meter and Thermoneter,1398124800,"04 22, 2014"
A3D93ST2SHPN7I,B00004TBK4,Skee,"[1, 1]",Received thermometer and it does not work. Indicationg 100 and it is only 70 in room. Shake it a little and it moves around. No wonder it is not returnable and being discontinurd.,1,Lousy item,1389830400,"01 16, 2014"
A26C1DPLV63R13,B00004TBK4,S. Nieweg,"[0, 0]",This item is easy to use. There is no use of batteries and does not have to be programed to function. It also shows the range that works well when setting temperature and humidity in the home.,5,Quick view,1357776000,"01 10, 2013"
A2I9P5P4FLIMOA,B00004TBK4,S. Smith,"[0, 0]","Only gives a general approximation of RH. Not accurate at all in my opinion. If you need to have accurate view of RH, buy two or three electronic units to get better indication of true RH.",2,Meh,1395014400,"03 17, 2014"
AGNOP93ZRCNJM,B00004TBK4,Steven,"[0, 0]",Not the prettiest or most accurate but for knowing the approximate conditions of an indoor grow house for vegetables and peppers on the cheap it works great.For a few more bucks there are lots of other options. On the cheap end this one works great.,4,"Simple, gets the job done.",1381795200,"10 15, 2013"
A5MDOYJD1UW89,B00004TBK4,Trent,"[0, 0]",It's Ok - shows temp and humidity in my office cubicle.,3,It's ok,1404000000,"06 29, 2014"
APP0VU8L6OOM8,B00004TBK4,"Uzi I. Ben-Ami ""Ben Alexander""","[83, 90]","1. You don't get the hygrometer you see in the picture . You get instead useless tin and plastic product that does not work and does not even look like the item in the picture (The thermometer works but not the hygrometer). Ironically, in correspodence with the condescending distributer, he called this an ""upgrade""!! In my book it is false advertising and switch and bait when you show one product but ship another. I asked him in 2 emails to not sell this item or at least to change the photo advertising this item on AMAZON. He did not even relate to my request, but he did return the money. Amazingly, you'd think he'd like to see what the problem is and ask me to return it. NO. He does not care what I do with the 2 junky instruments. He had no interest in my sending them back!!2. Here is what's wrong: I bought two identical items. so it is not that by chance one is not working. The hygrometer DOES NOT MOVE from 48% humdity, ON BOTH identical items I bought. The items have shown 48% all of the time they have been in my house, ever since I first took them out of the box. I know 48% humidity is wrong because I have ANOTHER, different, working hygrometer that shows 67% in the same room with a BIG steam humidifyer, and 55% in the rest of the house!NOW, reader, If one item does not work you would probably forgive and hope your item will work. However, when two of the same product fail there likely is a systemic problem. Right?Don't make a mistake. Stay away from this one.",1,Does not work and you don't even get the item in the picture,1296604800,"02 2, 2011"
A3OIBB5B6Z353E,B00004TBK7,cUSTOMER,"[8, 8]","I received the product, but it looks nothing like in the picture. Picture has it looking like hardwood imitation or hardwood. I received cheap white plastic looking thing. Nothing like image except for the shape. Thank you very much!",2,misleading,1196035200,"11 26, 2007"
A2DZN29XHEPKY8,B00004TBK7,"Louis D. Ton ""dltonth""","[5, 6]",Springfield Precision 90117 Thermometer/Humidity MeterThe thermometer that I received is not  'Woodstone' as shown but  cheap 'White Plastic'????,1,stuff is not as shown!!!,1215648000,"07 10, 2008"
AXAOKQ59FQC39,B00004TBK7,Thomas C. Utrup,"[4, 5]",The item shown is woodtone.The item I received is all white.Not what I expected.,3,not what I wanted,1178409600,"05 6, 2007"
AEGGF1Z124Y5X,B00004U9JO,,"[0, 0]",It still works great.,5,Five Stars,1405296000,"07 14, 2014"
AL4C0WRM5KAZ7,B00004U9JO,,"[0, 0]",Works as expected.,3,Three Stars,1405468800,"07 16, 2014"
A18CHXBQFVREAB,B00004U9JO,1-in-million,"[0, 0]","Product works as it says...Instructions are good.  Took me bit longer to install it, this is because this was my first plumbing DIY project and didn't have all tools and know-hows. Got it done over a year ago and it is working great so far....I recomand it",5,Great Product,1367107200,"04 28, 2013"
A3BDEK4DQRYKEI,B00004U9JO,42 Factoid Jim,"[0, 0]","InSinkErator Badger 5 1/2 HP Food Waste DisposerThe Badger 5 isn't terribly expensive but the quality is very suspect.  I wouldn't mind if I had to change on out every 4-5 years, but after a year?? That's just not acceptable.  It's the labor cost of hiring a pro or your own time to change out a defective unit, and from the sounds of it, defects happen fast and frequently on these. I got the Badger 5 as a result of leaky 3 year old Insinkerator.This lasted almost 1 year exactly when it started making a loud clanking noise whenever it was turned on.  Checked it thoroughly and did not find any objects inside the trap. Felt 2 pieces of metal in the trap that seem to have disconnected and making a ruckus when the motor is engaged.  Not sure what I should do at this point. I'll probably see what the mnanufacturer has to say about this.",2,Worked for exactly 1 year,1380499200,"09 30, 2013"
APOW356BZMK7B,B00004U9JO,"A. Arechiga ""TheNatural""","[0, 0]",Gave out after 9 years of constant use. How many starts to give it? 4 due to noise I guess.,4,9 Years of Greatness,1384992000,"11 21, 2013"
A6X3WXJ3L6Y54,B00004U9JO,Aaron Jones,"[0, 0]","Good product, perfect match to the previous product that i had.  Easy to install and at the right price (beat the local stores).",5,Good product,1364860800,"04 2, 2013"
A1G4E2CTYQXU33,B00004U9JO,abjr,"[0, 0]","Had the same one for 10 yrs. Was happy with the old one, so I bought another. Didn't have to change much under the sink, it was the same size. Everything fit perfect, works great!! No problems!",5,perfect disposer,1341446400,"07 5, 2012"
A24Q9WW5H1WI5F,B00004U9JO,Achayan,"[0, 0]",I wanted to replace my old insinkerator and wanted the same model as I am not good at this. It was my first time changing. Saved a lot of money by buying from amazon compared to home depot.  It was not a big deal to install it with help from you tube. Most plumbers quoted around 500 for the job I finished in less than one hour. pretty straight forward set up unless you trying to do the complete installation. All I did was just take out the old one out and replace with this one. Didn't change anything else.,5,Big savings,1372636800,"07 1, 2013"
APT7V2Z8MO6T0,B00004U9JO,AKVHutch,"[0, 0]","Got this installed to replace an existing InSinkErator disposer.  The change out was reasonably smooth.  Instructions have some faults (whose don't anymore), but nothing too serious.  The unit itself performed great.  It is a move up from its predecessor (1/3 to 1/2HP), but this unit is quieter and seems to get stuff ground up much more quickly.Shipping from Amazon was quick, easy & painless.",5,Great Find,1322524800,"11 29, 2011"
A37XELO2FMXFP5,B00004U9JO,"Alan ""AEA""","[0, 0]",I had an InSinkErator that was in my house when I bought it. I had it for 10 years so who knows how old it was. When it wore out I was certain that it would be a big job to replace it. I ordered the same model (yes they still make the same model) and I installed it without changing a single fitting. It took about a half hour and it is very hard to access under my sink. I could have installed it quicker if it wasn't so tight under my kitchen sink.,4,Good Product easy to install,1254441600,"10 2, 2009"
AD6IKNJAK744I,B00004U9JO,Alan L P,"[2, 2]","This garbage disposal unit works good enough. I've had mine now for many years. The only flaw I can find is that it cannot handle potato peels. It seems to pass them through okay, but it does not grind them up fine enough, and they always clog the drain. Keep a plunger handy if you insist on sending potato peels down there.",3,No Potato Peels!,1347321600,"09 11, 2012"
A18HBSBQ2YH134,B00004U9JO,A. Lawrence,"[3, 5]","After 20 years of hard use, replaced the old In-Sink-Erator disposer that still worked exceptionally well.  This new one is even better.  Installation was simple.  Bones and vegetable waste disappear within seconds.  For residential kitchen uses, there are no better disposers.",5,Best Money Can Buy,1196294400,"11 29, 2007"
A3CGNK5P364M81,B00004U9JO,ALCAT,"[0, 0]",Good quality and easy to install.  It is same as the one replaced.  The old unit started to leak within 6 years so keep an eye on it as it ages.  I think they should last longer.  When they leak it can ruin your floor and more.  would reccommed to others.,4,inSinkErator badger 5 1/2 HP  food waste disposer,1392422400,"02 15, 2014"
AXLPFVR7LZXS9,B00004U9JO,Aldo P Elicone,"[0, 0]",Was a direct replacement for a Badger 5 which gave me 10 years of excellent service. No re-plumbing was  needed so saved me cost on plumber's installation charge. Looking forward to  another 10+ years of great service.,4,Great price and great service from a made in USA product,1389916800,"01 17, 2014"
A31MWEVZPFH08F,B00004U9JO,ALEX LVOVSKY,"[0, 0]",My unit came without quick lock strainer. Don't know why. Description did not say that. Had to buy at Home Depot to install.,2,not a great value.,1365379200,"04 8, 2013"
A1SNAOX56TF1VT,B00004U9JO,Alfred D Baldwin V,"[0, 0]","Ordered this for my parents who's original disposal stopped working. It was an 1/3 hp insinkerator. Simple to install, good product. Worked well. Happy with purchase.",5,Good disposal,1391040000,"01 30, 2014"
A297R2ROG8IWGW,B00004U9JO,Al,"[0, 0]",I have worked on appliances for 30 yrs & Insinkerators are very reliable & a good value when used properly,4,disposal,1371513600,"06 18, 2013"
A1DEDHZCMEWJ12,B00004U9JO,Al,"[0, 0]","was exactly what I expected and needed, had it before and needed to replaceit after 2years unfortunately but still worth it",5,Food Disposer,1384387200,"11 14, 2013"
A1KW4BLLVB1BRC,B00004U9JO,Allen,"[0, 0]",This garbage disposal only lasted three years and now the blades are loose and clanks every time it's turned on. Buy a different brand!!!!!! Stay away from this one.,1,Blades already loose!!!,1391644800,"02 6, 2014"
A1TFOERV4M13PX,B00004U9JO,AllenWrenches,"[0, 0]",know it is working. This is better than my broken Badger. It works better because the last one lasted for ten years and stopped working. This one is new so you know its going to work for another ten years.,5,"Loud. So, you",1357344000,"01 5, 2013"
A29T9KWGY2SU4N,B00004U9JO,Amateur Boss,"[0, 0]",I like it because it is working fine after installation. A couple of weeks gone and I did not have any problem. The reason behind not giving 5 is I did not get the fiber gasket that is supposed to come with the package. I had to go to the home improvement store to get one.,4,InSinkErator Badger 5 1/2 HP Food Waste Disposer,1361232000,"02 19, 2013"
AKOMCT01A2S0I,B00004U9JO,Amazon Addict,"[3, 4]","I had a 3/4hp Insink Erator Pro model go bad after about 6 years. The seal between the motor and the disposer went band and the thing was leaking water from the motor all over everything under our sink. I wanted another Insink Erator so I could easily swap them out without having to do a complete install. This unit fit the bill perfectly. I wasn't near a box store and instead of buying the Ace Brand knock off I did next day shipping on this. With Prime it was an extra $8. The price here and the extra shipping still had me at about half what our local plumper wanted for this unit and a bit cheaper then the box stores. I was nervous about dropping to 1/2hp after having 3/4 but for normal household use I think you're just fine with this. We haven't noticed much difference.Remember to knock out the plug for the dishwasher drain if you will be using that.Also don't waste your money on a wiring kit or plug for this unit. If you already have a disposal in place with a plug on it, you can easily take it off your old disposal and put it on this one. If your old on is hardwired, then you can unhook your old one and hook up this one. No special kit or wire needed. If you do not have a disposal already, then you will need to get a plug with the right length cord or find an outlet to hard wire it to.",5,Does the job well,1342828800,"07 21, 2012"
A2P72ZGJ41Q2SM,B00004U9JO,Amazon Customer,"[0, 0]",Electrical wires seem to have come undone and I'll need to take apart and rewire.  Information on amazon did not make clear that I needed that I needed to purchase a cord as well.,1,"Incomplete replacement, Difficult installation",1396137600,"03 30, 2014"
ANXZHPARKTCZW,B00004U9JO,Amazon Customer,"[0, 0]","Excellent product, great distributor -fast - easy and installation was simple. The 1/2 hp is quiet and efficient and the to your door delivery saves money and a shopping trip.",5,excellent supplier,1393718400,"03 2, 2014"
A21RELQALCHR8I,B00004U9JO,Amazon customer,"[0, 0]","Not much to say other than it was a replacement for my broken one. Installation was easy, remove old with a twist  disconnect wires and connect them to the new one, lift and twist to hold in place. ( reminder do not forget to open the dishwasher plug for dishwasher discharge )",5,Perfect replacement,1360195200,"02 7, 2013"
A3MUVRF1AR8GYU,B00004U9JO,Amazon Customer,"[0, 0]","The Badger 5 came with the condo. At around 2 years I started to notice a few drops of brown liquid on the cabinet floor. I let it go for a while because it just wasn't that bad at the time. Well, it is now. The housing is cracked badly. run the sink, turn on the disposal and watch the waterworks. Not fun.",2,Badger 5,1353456000,"11 21, 2012"
A1K89WQOHD3QKJ,B00004U9JO,Amazon Customer,"[0, 0]",This &iacute;tem was a replacement of the Badger 1. It was simple and easy to replace. Its quieter and is working well so far.,4,Im a happier person now.,1366761600,"04 24, 2013"
A38ZZ57X22E3VA,B00004U9JO,Amazon Customer,"[0, 0]",Very satisfied with Badger 5 disposal. Works well with plenty of power. Just a little more noise than I would have preferred but for the price I don't think it can be beat.,4,Review of Badger 5  waste disposal,1363996800,"03 23, 2013"
ADOCCJ4HZJZMM,B00004U9JO,Amazon Customer,"[0, 1]","I had to have a guy install it for me because I'm bad at plumbing type stuff. I make leaks. But this works great, and my old one had stopped working completely, so I could not be any happier.",5,IT works!,1393286400,"02 25, 2014"
A1CC2BJ8XIV0KY,B00004U9JO,Amazon Customer,"[1, 1]","Be aware of the need to wire this thing yourself.  Not that big of a deal if you know how to use strippers and wire nuts, but you'll have to order that stuff separately or go to the hardware store.Not included: the little clamp that  secures the wire when it enters the bottom of the housing. Really?",4,Not plug and play,1348185600,"09 21, 2012"
A12F3TS5S4RA74,B00004U9JO,Amazon Customer,"[1, 1]",My old disposal lasted about 7 years before motor failure.  This one developed an internal leak and had to be replaced after only 3 years.,1,InSinkErator 1/2 hp - Internal leak after 3 years,1296604800,"02 2, 2011"
A1PY6SJT8UHL92,B00004U9JO,Amazon Customer,"[1, 1]","When we moved into our new house the food waste disposer was dead, so I had to purchase a new one. I can't even recall why I chose this one, but I did. This was, I think, in 2002.I have never done any plumbing work in my life and I am not particularly good at home repairs/maintenance, but I could install this unit without too much trouble, although it probably took me at least one hour. But believe me, if I can do it, it cannot be that hard.PROS:- The unit still works after about 8 years, so it can't be too bad!- It jammed for the first time a few days ago, and at first I thought I had to buy a new unit (which is why I started looking for reviews of comparable products on Amazon and why I am writing this review myself only now). Then I found out that the unit comes with a wrench which can be used to rotate the motor to unjam it. It took me about 5 seconds and now it's working like before.- We did not have any leaks so far.CONS:- Noisy. We do not use it too much, so we do not care too much, but it certainly is loud.- Not that powerful. We have to be very careful with what we put in, especially now after several years. We have trouble if stuff like tomato skins, shrimp or egg shells end up inside. Really we are reaching the point when we can only use it for... soupy stuff.- Given that a lot of stuff is not properly shredded, sometimes there is bad smell coming from the unit and I finding myself more and more often fishing for residues inside, which is a bit gross.Overall, I can't say that I have been too happy with this unit, but I also can't agree with reviewers that are finding this a piece of junk. I am sure it's not the best you can buy out there, but it's also not so expensive and surely you could do worse. But if I had to purchase a new one today (and maybe I will) I would certainly choose something different. Most probably a Waste King L-8000 which appears to be highly recommended by a lot of people and consumer reports.",3,A review after about 8 years of use,1267920000,"03 7, 2010"
A1NCH6S73V3COT,B00004U9JO,Amazon Customer,"[2, 2]","I was pretty happy with the disposal at first but after less than six months of barely ever being used, the unit cracked open.  I didn't notice the crack at first which resulted in a water fall through the cabinet into the basement. Seems to be a theme with this brand.",1,Cracked,1323561600,"12 11, 2011"
A103T4L14A5O42,B00004U9JO,"Amazon Customer ""Mean Gene, MN""","[0, 0]","Our Badger 1 finally died, so we upgraded to the 5. DEFINITE improvement, much quieter. I'm expecting it to be just as reliable or even more so!",5,Upgrade,1396569600,"04 4, 2014"
AOG3807D4PCJ6,B00004U9JO,AmazonMember,"[1, 1]","Yet another unit made in communist china by ninnies that never replaced a disposal in their lives. The wrench provided to detach the previous Badger won't survive the torque needed.MAKE SURE YOU GET PLUMBERS PUTTY.  I assumed the unit came with what I needed,  I am stoopid. It doesn't.MAKE SURE YOU GET PENETRATING OIL: If you are replacing a worn out unit, there'll be rust that formed on the attaching flange on the el cheapo steel used.  Spray all the way around the attachment mechanism and then go to lunch or Lowes to buy a large hammer.  Give it an hour for the oil to do it's deed.  Then go at it with hammer and wrench.  I found an extra person was needed with a crowbar to provide counter pressure on the Sink side of the flange.  That finally allowed the two of us manly men to separate the old unit from the sink side of the attachment mechanism.Epilogue: This review was for a unit I bought for my daughter's home. My own disposal finally died. In researching a new one, I found Waste King has actually designed a totally better mechanism for hanging the unit. That's the company that gets my dollars. As expected the dead Insinkerator had rusted shut and the joke of a tool bent without doing the job. Lots of grunting, whacking and two Aleve later, the Insinkerator was in the trash bin. The Waste King 8000 went in like Flynn and has a lifetime in-home warranty. No more rusting Insinkerator flanges for the rest of my life.",2,You need a couple more things,1358899200,"01 23, 2013"
A1L6AFY7RU626U,B00004U9JO,A. M. Hall,"[2, 2]","Badger 5 installed in new home less than three years ago.  Four inch crack on side.  It is above where our trash can touches the unit, so I conclude this is another faulty unit.  I will not replace with another Badger model (same customer service experience: ""Oh, sorry.  Out of warranty.  You may buy another one.""  Very poor response and quality.",1,Another housing crack and leak,1318809600,"10 17, 2011"
AUZ7ASOS141NQ,B00004U9JO,AmyT,"[0, 0]","Old InSinkErator Badger 5 1/2 HP disposal worked for over 9 years and was in my ""custom built"" home.  Could have purchased more expensive, feature laden model, decided for installation simplicity to stick with this same unit.  Best price was found on Amazon.  My son (a handyman) was able to install in less than 30 minutes.  No leaks, problems or issues.  Love it!InSinkErator Badger 5 1/2 HP Food Waste Disposer",5,Works Great,1348704000,"09 27, 2012"
AIV4YL6CRUFNI,B00004U9JO,"Andre Neufeld ""Brazilian Neufeld""","[0, 0]","Really good product though in a small package (great for my sink). Works well, is not too loud and is very efficient. I strongly recommend the brand (I have one other more powerful unit as well) and I am very happy with both. No maintenance (using it now for three years) and a good value for my money.",5,Great Product I recommend it,1360886400,"02 15, 2013"
A1ERPEC5UA7CQO,B00004U9JO,Andy A.,"[0, 0]",It arrived sooner than expected with no damage .We love it .It's quiet it works every time and it never jams up.,5,Grinder,1356393600,"12 25, 2012"
A36R1F0XX3JRW7,B00004U9JO,Andy,"[2, 2]",Replaced a dead Badger-5. The new one did not work properly after several seconds and turned to hum then protection button turned off. The body got hot with smell. Followed trouble shooting instruction to loose the product and turned on again. It repeated running seconds then hum and stopped.It may be a defective product with defect in motor to cause overheat.Returned the defective product for refund.,1,Defective product,1345852800,"08 25, 2012"
A2XKBSO5A8E9VQ,B00004U9JO,Anelson726,"[1, 1]","I purchased this disposer as an upgrade to our old one. We previously owned a 1/3 hp model, and it was slowly falling apart (It was over 10 years old) So we purchased this model. It arrived quickly, and it comes with great instructions. One note: You will need to swap your old powercord over from your old unit. This does not come with a power cord. I purchased a power cord kit at Home Depot, it's made by InSinkErator, and only cost about $12.00. You will also want some plumbers putty, but that's it! Everything else is included. I'm 24 years old, and a female with almost no experience in home repairs. But I did it by myself, without any problems. Like I said, very easy to install, and the instructions are very clear. It works great! Whatever I put down the drain, disappears almost instantly. I wish it was a little quieter, but I know they sell insulted units that are much quieter. I just didn't have the budget for one of those models. Overall, for the price you pay, this is a fantastic value!",5,"Easy to Install, Works Great",1355961600,"12 20, 2012"
A13JB24LUKNDB5,B00004U9JO,"Anil K. Gupta ""c00ldude""","[0, 0]",Easy to install. Just replaced an old one exactly like this after 10 years. Should come with its own power supply. Taking out the power supply from old one and putting in new one .. took all the time and effort. Taking out old from under sink and snapping new one was effort less .. if you follow the instructions.,5,Easy installation.,1404518400,"07 5, 2014"
A3LUNI4IUIA05G,B00004U9JO,anne,"[1, 1]","We've had a Badger 5 for 12 years and never had a problem until it just stopped working.  So, we replaced it with the same.  We hope the new one performs and lasts just like the old one.  It has been an excellent product.",5,badger 5 has long life,1294444800,"01 8, 2011"
A26YE0UQAUKH60,B00004U9JO,Ann Nastasi,"[1, 1]","I, ve replaced mine every year and they lied about the warranty...Please people do not buy this brand, it is GARBAGE. ...TRUST Me.......",1,GARBAGE,1388188800,"12 28, 2013"
A32TBKQ0KN3AE5,B00004U9JO,"Anthony Hicks ""Big Tuna""","[0, 0]",Easy to install. Came with all the parts I needed. I feel this was an excellent choice.Four more words required..,4,Works Great,1366416000,"04 20, 2013"
A1GMZ6LW25J7W0,B00004U9JO,Antonissimo,"[1, 3]","The item arrived with a dent on its side.  Installed, it works OK; so I did not go through the process of returning it, which involves, among other requirements, sending back a picture of the item.  If BuyPlumbing did not skim on packaging, this could have been prevented.",4,Insinkerator from Buy Plumbing,1277683200,"06 28, 2010"
A1MQ8FW0ISSJHB,B00004U9JO,April Barr,"[0, 0]",This perfectly replaced my 6 yrs old Badger that started leaking.  I'm not expecting too much out of this one and will start looking for leaks after 5 yrs.  It's standard and good for the price; that's about all I can say.,5,Good for the price,1397347200,"04 13, 2014"
AI2NF8Z7FL1I,B00004U9JO,apth,"[0, 0]",We had the same product before.Bought the same thing as it had worked perfectly for 8 yrs.Good for a small household.installation was really easy too.,4,Good product,1370995200,"06 12, 2013"
A2D8TSY75C9Q44,B00004U9JO,arcman,"[0, 0]","My plumber recommended this disposer.  It works great and the installation wasn't difficult.  Came with a 2 yr warranty, and was $20.00 less at  Amazon than at Lowe's.",5,Plumber,1402790400,"06 15, 2014"
AUNUOW0SOD8YH,B00004U9JO,Aren Cambre,"[0, 0]","Like many others here, my plastic housing cracked. Of course, cheap build means more sales, but it sure inconveniences me!",1,Poor quality,1350691200,"10 20, 2012"
A1DWN8MP7Q9TMV,B00004U9JO,"Ariel V. Velazquez ""leirave""","[0, 0]","It replaced and old disposer, the installation was quick (I had no previous experience) and it works wonderfully and quietly.",5,easy to install and very efficient,1397520000,"04 15, 2014"
A3AEM1TLUJ6I9W,B00004U9JO,Armin,"[0, 0]","After 20 years my first InSinkErator Badger 5 1/2 HP (bought at Home Depot, Phoenix, AZ)  finally lost the battle against corrosion. The device is leaking, but the engine still works. I was very pleased to see, that the same device is still available by In Sink Erator. Thus, I ordered a new one at amazon. Luckily the quick lock disp mount didn't change, so I could just remove the old device from the sink and replace it by the new one. Unfortunately the new Badger 5 has a completely incompatible output to the drain. The old, straight screw neck which connects to the drain was replaced by a 90 pipe fitting. This was a very bad idea by In Sink Erator.Hopefully the new device will last again 20 years - we'll see. So I would say it's worth every single dollar.",5,20 year's lifetime,1376956800,"08 20, 2013"
A3HDQ9RW52JEBE,B00004U9JO,Armin S.,"[6, 6]",It worked fine for about 4 years until it started leaking from the reset button at the bottom of the unit. Apparently this is a common problem in this unit. The problem couldn't be fixed and we had to replace it by a new garbage disposal. I would hope that a garbage disposal lasts longer than that. It was pretty noisy too.,2,Started leaking and needed replacement after 4 years,1256169600,"10 22, 2009"
A3FI5FVTMYARW6,B00004U9JO,arthur,"[0, 0]","the badger in sinkerator was just as exspected it was a snap to install. the instrutions were easy to understand.i would defintly recommend the badger5 to anyone.it has plenty of power.you don,t need any more power than a 1/2hp",5,waste disposal,1350950400,"10 23, 2012"
A2GFFLTKS8UNYJ,B00004U9JO,"A. Smith ""A. Smith""","[0, 0]",I installed 2 at my last home in 20 years and now in my new home.  They do a great job of protecting our septic system.  I use ice to keep it clean.,5,My third one!,1389052800,"01 7, 2014"
AEM1V2BG7E9DZ,B00004U9JO,"A. Srivastava ""Al Sr""","[0, 1]",I replaced and old same make and model disposer. Setup was easy. Seems to be working fine. It did require some additional which are not included in the box.,4,Replaced old waste disposer,1375660800,"08 5, 2013"
ASRMT0X0G4UU2,B00004U9JO,Avid Reader,"[0, 1]",Installed in late 2008. Starting leaking in 3rd to fourth year. Warranty only 2 years. This is a flawed design and/or inferior material. Will not buy another Insinkerator. Cracked housing.Ended up replacing it with Waste King 9930,1,Disposable disposal,1390089600,"01 19, 2014"
A2OQQ20YRU1A78,B00004U9JO,Balwant Lall,"[0, 0]",This food waste disposer was extremely easy to replace my older disposer (same make and model that lasted 12 years); excelletn quality and worknamship. Amazon delivered with usual promptness.,5,Excellent quality,1365292800,"04 7, 2013"
A1KQO4U7IR5FQ2,B00004U9JO,Barry C. Funck,"[0, 0]","Fast delivery, product was an exact replacement for failed unit--a very easy switch out. If you have a dishwasher that hooks up to the disposer-Don't forget to knock out the inlet plug of the dishwasher inlet to the disposer--otherwise you could have a flood from the dishwasher overflowing--fortunately I realized this ahead of time!",5,Badger Disposer,1391731200,"02 7, 2014"
A1UICSOSXIPVMW,B00004U9JO,barry mccracken,"[0, 0]","replaced identical model that was 20 years old, easy install!!  we only use it for very light duty;  this is the base model, all we need....heavy duty and frequent users should probably step up to a heavier duty disposer.....",5,prompt shipping!!,1400889600,"05 24, 2014"
A2DBMQ5QEB6CLW,B00004U9JO,Barry Ream,"[0, 0]",It was the make and model that was originally installed in the house we bought and it worked great. We had to replace it because an item(fork) accidently got in and broke the housing.  So why would I change?,4,i would recommend it,1385424000,"11 26, 2013"
A1OX2SBN4QSF6L,B00004U9JO,Bassic,"[0, 0]","I noticed that this is identical as the one that I pulled out to replace...  Which has been under my sink for at least 15-years (and was working fine).  I even used the old power cord and save some money...  So, this Badger must be a cash cow for InSinkErator (I assume no R&D; in years!)Easy to install (about an hour for me to install - and I'm no plumber).  Also, obviously reliable.  And I was told by several folks that unless you are interested in &#34;low noise&#34; garbage disposal, stay with this 1/2 hp workhorse.  Glad I did.",5,Can't go wrong with the Badger!,1371945600,"06 23, 2013"
A2V5KK0BK4F6P1,B00004U9JO,BBan,"[1, 1]","My original Badger 5 failed (started leaking on the bottom - rusted out) after 12 years.  I did a lot of research to decide what to replace it with, and in the end decided to replace my previous Badger 5 with a new Badger 5 because of price and ease of installation.  I'm happy to report that I'm glad that I did.  It was a snap to install and to my surprise, is much quieter than my previous Badger 5.  Highly recommend not spending much more for those that claim to be quiet.  This one is very quiet and has plenty of power for any home use.",5,Would definitely buy the Badger 5 again,1386547200,"12 9, 2013"
A3094Z0U01IF5F,B00004U9JO,B. Charley,"[0, 0]","Installed by a professional in a brand new home in march 2008, Sept 2013 Leaking at power cord . After removing the access panel at the bottom of the disposal I found all of the electrical wiring to be wet.In comparison I installed a GE brand disposal 17yrs ago in another house, and it is still working fine. Looks like I will be purchasing a new ( different brand ) disposal",1,Poor Quality,1378684800,"09 9, 2013"
A2ED8BQTYALOOP,B00004U9JO,Bear Flag,"[0, 0]","The previous Badger 5 I got in 2006 or so gradually rusted out and shorted the electrics after eight years of use.  It ran well, had enough power, and only occasionally needed the hand key to get it un-stuck.  However, it got really jammed up once when a narrow piece of plastic got caught in between, requiring near total disassembly.",4,"Worked well for 8 years, a few minor issues.",1404864000,"07 9, 2014"
A2CD8VUM1CN1N6,B00004U9JO,"Benjamin Hayek ""bmhayek""","[2, 2]",I have owned two of these disposal units- both developed leaks in the casing just out of warranty.There is an obvious design issue when I read other numerous reviews with the same failures.Avoid,1,Second leaking unit,1261785600,"12 26, 2009"
ALA8IST4DB10W,B00004U9JO,Benjamin W Martens,"[1, 1]","I was replacing a very old unit that was the same model. I can't speak to the longevity of this replacement, but the install was very simple. I did have to make a quick trip to Home Depot though because the drain connection on this one was a little different than the old one. Plastic piping is so simple that this wasn't a problem. (I had no experience doing anything like this before if that helps give you a little confidence that you can do this too.)",5,Easy install,1302134400,"04 7, 2011"
A3FV5IN09BCFPM,B00004U9JO,Berglar,"[0, 0]",We had to replace after 8 years and had to get the same unit because of space. It's very cheaply built and rusted out and started leaking water. Unbelievable how cheap they make this product.We've had garbage disposals for 35 years and this is the only one that's rusted out.,1,Don't Buy,1360195200,"02 7, 2013"
A1GFXRDIO9PE87,B00004U9JO,bernard cantin,"[0, 0]","It was easy to install and I have it for more than a year now and use it every day, It is powerfull and perfect for residential.",5,Perfect for the job,1370563200,"06 7, 2013"
AUGGINJF2AFY6,B00004U9JO,Betty,"[0, 0]",I use this a lot because i like canning and it sure does get rid of peelings of all kinds .and it keeps me from dumping it outside to encourage dogs and other animals to come on my property while Im trying to sleep,5,Wonderfful,1360195200,"02 7, 2013"
